userId;state;action_reward;n_state
448;360&4|303&4|896&5|288&1|750&5|900&3|262&4|345&5|333&2|344&4|1062&5|1602&4;874&3|902&4|271&4|338&1;360&4|303&4|896&5|288&1|750&5|900&3|262&4|345&5|333&2|344&4|1062&5|1602&4|874&3|902&4|271&4|338&1
739;98&3|1429&5|176&1|661&2|195&5|327&5|318&4|197&1|359&5|749&5|288&1|216&4;603&4|69&5|465&1|969&1;98&3|1429&5|176&1|661&2|195&5|327&5|318&4|197&1|359&5|749&5|288&1|216&4|603&4|69&5|465&1|969&1
304;310&3|259&1|328&3|275&4|300&5|893&3|895&3|681&2|343&3|322&4|111&3|323&3;763&4|271&4|237&5|274&4;310&3|259&1|328&3|275&4|300&5|893&3|895&3|681&2|343&3|322&4|111&3|323&3|763&4|271&4|237&5|274&4
294;121&5|682&3|298&5|260&4|148&3|147&4|332&3|346&3|252&4|410&4|1047&3|123&4;1088&1|291&2|1132&4|520&5;121&5|682&3|298&5|260&4|148&3|147&4|332&3|346&3|252&4|410&4|1047&3|123&4|1088&1|291&2|1132&4|520&5
345;9&4|385&3|748&2|588&3|262&5|715&4|268&4|221&5|223&5|378&4|58&4|28&3;1012&3|26&3|239&4|297&4;9&4|385&3|748&2|588&3|262&5|715&4|268&4|221&5|223&5|378&4|58&4|28&3|1012&3|26&3|239&4|297&4
753;510&4|435&4|427&5|515&5|294&5|300&1|199&5|172&3|269&5|69&4|179&2|483&5;499&3|211&4|357&4|181&3;510&4|435&4|427&5|515&5|294&5|300&1|199&5|172&3|269&5|69&4|179&2|483&5|499&3|211&4|357&4|181&3
249;853&4|1103&5|88&4|240&4|123&3|423&4|239&3|125&3|421&5|98&5|9&5|248&5;469&4|603&5|431&5|11&5;853&4|1103&5|88&4|240&4|123&3|423&4|239&3|125&3|421&5|98&5|9&5|248&5|469&4|603&5|431&5|11&5
316;507&3|323&1|588&1|549&5|127&2|304&3|1084&4|69&3|132&4|180&4|183&1|190&5;482&3|19&5|265&3|174&1;507&3|323&1|588&1|549&5|127&2|304&3|1084&4|69&3|132&4|180&4|183&1|190&5|482&3|19&5|265&3|174&1
889;1103&2|4&3|127&4|294&3|172&4|268&4|684&2|182&4|265&4|87&4|82&4|165&3;1153&4|67&2|1419&2|642&3;1103&2|4&3|127&4|294&3|172&4|268&4|684&2|182&4|265&4|87&4|82&4|165&3|1153&4|67&2|1419&2|642&3
891;280&3|1028&3|978&4|118&4|934&3|595&3|717&4|933&3|117&3|50&4|121&4|313&5;591&4|281&5|111&3|740&5;280&3|1028&3|978&4|118&4|934&3|595&3|717&4|933&3|117&3|50&4|121&4|313&5|591&4|281&5|111&3|740&5
59;855&4|197&5|369&2|659&3|15&5|963&5|131&4|202&4|419&2|1115&3|741&4|866&3;559&5|140&1|687&1|321&4;855&4|197&5|369&2|659&3|15&5|963&5|131&4|202&4|419&2|1115&3|741&4|866&3|559&5|140&1|687&1|321&4
794;286&3|137&5|127&5|887&4|238&5|455&4|181&4|275&4|13&4|420&4|847&5|187&5;257&4|473&4|24&5|221&4;286&3|137&5|127&5|887&4|238&5|455&4|181&4|275&4|13&4|420&4|847&5|187&5|257&4|473&4|24&5|221&4
825;597&5|12&5|1015&2|741&4|369&3|7&5|249&3|126&3|106&4|1047&3|147&5|298&5;717&4|105&3|413&3|370&3;597&5|12&5|1015&2|741&4|369&3|7&5|249&3|126&3|106&4|1047&3|147&5|298&5|717&4|105&3|413&3|370&3
927;155&4|300&5|24&3|227&2|195&4|380&5|174&3|1178&2|755&5|240&3|105&1|571&3;91&4|1229&3|82&2|367&5;155&4|300&5|24&3|227&2|195&4|380&5|174&3|1178&2|755&5|240&3|105&1|571&3|91&4|1229&3|82&2|367&5
653;62&3|100&4|356&1|179&4|739&3|69&4|226&3|1087&2|199&4|265&4|53&2|684&5;447&2|258&3|378&3|984&4;62&3|100&4|356&1|179&4|739&3|69&4|226&3|1087&2|199&4|265&4|53&2|684&5|447&2|258&3|378&3|984&4
217;566&4|363&1|403&5|144&4|398&1|568&4|50&1|121&1|62&2|810&3|840&1|33&4;373&2|1034&3|597&4|665&4;566&4|363&1|403&5|144&4|398&1|568&4|50&1|121&1|62&2|810&3|840&1|33&4|373&2|1034&3|597&4|665&4
352;55&1|4&3|89&5|79&4|50&5|210&3|746&4|144&5|228&3|176&5|183&5|174&5;7&3|657&4|653&3|156&4;55&1|4&3|89&5|79&4|50&5|210&3|746&4|144&5|228&3|176&5|183&5|174&5|7&3|657&4|653&3|156&4
283;1009&3|820&4|202&5|709&5|407&3|109&4|56&5|866&3|294&4|625&3|125&5|50&5;49&4|211&4|238&5|204&4;1009&3|820&4|202&5|709&5|407&3|109&4|56&5|866&3|294&4|625&3|125&5|50&5|49&4|211&4|238&5|204&4
46;328&4|538&3|286&5|100&4|909&5|307&3|288&2|305&5|690&5|294&2|300&3|327&4;151&4|125&4|7&4|50&4;328&4|538&3|286&5|100&4|909&5|307&3|288&2|305&5|690&5|294&2|300&3|327&4|151&4|125&4|7&4|50&4
71;134&3|98&4|222&3|6&3|257&5|289&2|475&5|64&4|357&5|52&4|154&3|100&4;65&5|175&4|56&5|923&5;134&3|98&4|222&3|6&3|257&5|289&2|475&5|64&4|357&5|52&4|154&3|100&4|65&5|175&4|56&5|923&5
899;197&4|658&2|190&4|318&4|96&4|463&4|209&5|216&5|498&4|283&4|195&4|427&5;747&1|254&2|732&3|566&3;197&4|658&2|190&4|318&4|96&4|463&4|209&5|216&5|498&4|283&4|195&4|427&5|747&1|254&2|732&3|566&3
19;319&4|382&3|655&3|310&4|325&4|268&2|153&4|211&4|294&3|288&3|887&4|202&4;692&3|4&4|435&5|210&3;319&4|382&3|655&3|310&4|325&4|268&2|153&4|211&4|294&3|288&3|887&4|202&4|692&3|4&4|435&5|210&3
1;41&2|219&1|23&4|260&1|39&4|68&4|210&4|160&4|224&5|220&3|122&3|198&5;76&4|32&5|78&1|3&4;41&2|219&1|23&4|260&1|39&4|68&4|210&4|160&4|224&5|220&3|122&3|198&5|76&4|32&5|78&1|3&4
885;135&2|216&3|735&3|97&5|318&5|432&4|237&5|1&5|71&4|69&4|662&3|1030&1;584&3|117&4|174&5|142&2;135&2|216&3|735&3|97&5|318&5|432&4|237&5|1&5|71&4|69&4|662&3|1030&1|584&3|117&4|174&5|142&2
14;42&4|313&2|792&5|195&5|357&2|716&5|173&4|222&4|96&4|19&5|655&5|813&2;530&5|172&5|492&4|202&3;42&4|313&2|792&5|195&5|357&2|716&5|173&4|222&4|96&4|19&5|655&5|813&2|530&5|172&5|492&4|202&3
155;300&2|294&3|324&2|319&3|306&5|321&4|990&3|332&2|286&4|288&3|292&3|331&3;325&2|322&2|988&2|323&2;300&2|294&3|324&2|319&3|306&5|321&4|990&3|332&2|286&4|288&3|292&3|331&3|325&2|322&2|988&2|323&2
258;690&4|751&5|328&3|286&5|294&4|243&3|272&5|315&3|289&2|288&1|748&5|333&2;893&1|877&3|332&5|873&5;690&4|751&5|328&3|286&5|294&4|243&3|272&5|315&3|289&2|288&1|748&5|333&2|893&1|877&3|332&5|873&5
305;165&4|210&3|215&2|212&3|48&5|1104&4|650&4|856&5|655&4|242&5|199&4|135&3;1018&5|151&4|921&5|793&5;165&4|210&3|215&2|212&3|48&5|1104&4|650&4|856&5|655&4|242&5|199&4|135&3|1018&5|151&4|921&5|793&5
776;195&3|559&4|318&4|181&4|187&4|192&5|185&4|89&5|355&3|174&5|675&3|431&4;444&2|438&2|569&3|860&3;195&3|559&4|318&4|181&4|187&4|192&5|185&4|89&5|355&3|174&5|675&3|431&4|444&2|438&2|569&3|860&3
320;808&4|202&4|66&4|241&4|588&3|2&4|90&4|546&4|751&4|586&3|173&5|159&4;625&4|164&4|452&3|946&5;808&4|202&4|66&4|241&4|588&3|2&4|90&4|546&4|751&4|586&3|173&5|159&4|625&4|164&4|452&3|946&5
709;53&3|173&4|405&3|939&4|578&4|219&4|452&3|69&5|50&5|568&4|62&3|413&2;762&3|576&4|727&2|472&4;53&3|173&4|405&3|939&4|578&4|219&4|452&3|69&5|50&5|568&4|62&3|413&2|762&3|576&4|727&2|472&4
603;449&4|100&4|450&3|988&4|228&3|748&5|250&5|1240&5|12&5|931&2|747&3|22&4;183&4|216&4|419&2|180&4;449&4|100&4|450&3|988&4|228&3|748&5|250&5|1240&5|12&5|931&2|747&3|22&4|183&4|216&4|419&2|180&4
261;342&3|892&5|243&5|687&5|294&4|359&5|300&5|988&3|259&4|301&4|1025&5|304&3;117&4|597&4|125&5|410&5;342&3|892&5|243&5|687&5|294&4|359&5|300&5|988&3|259&4|301&4|1025&5|304&3|117&4|597&4|125&5|410&5
382;507&4|531&4|504&3|1534&4|168&4|511&4|151&4|482&5|1381&3|258&2|9&4|25&2;1229&5|334&5|59&5|1268&5;507&4|531&4|504&3|1534&4|168&4|511&4|151&4|482&5|1381&3|258&2|9&4|25&2|1229&5|334&5|59&5|1268&5
846;258&3|92&4|202&5|2&5|693&5|513&5|200&4|211&2|186&5|496&3|519&4|1109&3;94&4|755&3|392&2|1220&2;258&3|92&4|202&5|2&5|693&5|513&5|200&4|211&2|186&5|496&3|519&4|1109&3|94&4|755&3|392&2|1220&2
578;245&3|313&5|343&2|346&3|294&3|751&3|250&2|300&4|355&1|325&1|258&1|1016&4;268&2|380&3|1264&3|1098&2;245&3|313&5|343&2|346&3|294&3|751&3|250&2|300&4|355&1|325&1|258&1|1016&4|268&2|380&3|1264&3|1098&2
356;258&5|310&3|328&4|272&5|347&4|286&3|294&1|307&4|288&4|313&5|892&1|937&2;689&5|322&3|312&3|748&4;258&5|310&3|328&4|272&5|347&4|286&3|294&1|307&4|288&4|313&5|892&1|937&2|689&5|322&3|312&3|748&4
677;7&4|687&4|14&1|322&4|405&4|678&4|129&5|109&1|243&3|148&4|294&5|289&1;1011&3|151&4|91&5|101&5;7&4|687&4|14&1|322&4|405&4|678&4|129&5|109&1|243&3|148&4|294&5|289&1|1011&3|151&4|91&5|101&5
580;323&2|100&3|222&3|294&4|288&5|271&5|300&3|329&3|121&4|257&5|471&3|15&3;281&2|405&2|866&4|3&5;323&2|100&3|222&3|294&4|288&5|271&5|300&3|329&3|121&4|257&5|471&3|15&3|281&2|405&2|866&4|3&5
525;250&3|118&3|293&3|7&3|597&3|25&5|472&2|147&3|237&4|685&4|124&3|15&4;291&2|151&5|106&2|412&2;250&3|118&3|293&3|7&3|597&3|25&5|472&2|147&3|237&4|685&4|124&3|15&4|291&2|151&5|106&2|412&2
632;91&3|133&4|99&5|591&4|68&1|720&3|156&3|549&3|202&4|100&3|201&4|134&5;746&3|258&4|705&5|210&5;91&3|133&4|99&5|591&4|68&1|720&3|156&3|549&3|202&4|100&3|201&4|134&5|746&3|258&4|705&5|210&5
540;340&4|333&4|147&3|628&3|455&4|270&4|250&4|20&4|300&3|111&4|323&3|9&5;473&3|274&4|1226&4|240&3;340&4|333&4|147&3|628&3|455&4|270&4|250&4|20&4|300&3|111&4|323&3|9&5|473&3|274&4|1226&4|240&3
279;132&3|990&1|242&3|501&3|792&3|971&4|116&1|550&4|433&4|831&5|597&5|556&3;7&5|1059&4|1087&2|810&2;132&3|990&1|242&3|501&3|792&3|971&4|116&1|550&4|433&4|831&5|597&5|556&3|7&5|1059&4|1087&2|810&2
85;58&4|212&2|229&3|1010&2|529&3|782&2|64&5|132&5|971&3|568&3|458&3|124&5;464&5|416&3|715&4|291&3;58&4|212&2|229&3|1010&2|529&3|782&2|64&5|132&5|971&3|568&3|458&3|124&5|464&5|416&3|715&4|291&3
815;228&5|521&4|436&3|969&5|125&5|154&5|518&3|181&5|732&5|50&5|204&4|837&5;222&4|665&2|616&1|444&2;228&5|521&4|436&3|969&5|125&5|154&5|518&3|181&5|732&5|50&5|204&4|837&5|222&4|665&2|616&1|444&2
6;508&3|64&4|79&3|523&5|479&5|513&4|294&2|519&5|211&5|98&5|521&4|535&2;516&4|357&4|485&5|499&4;508&3|64&4|79&3|523&5|479&5|513&4|294&2|519&5|211&5|98&5|521&4|535&2|516&4|357&4|485&5|499&4
162;147&4|105&2|222&4|294&3|474&3|1047&5|628&4|181&4|237&4|358&3|298&4|1012&4;144&3|230&2|174&4|208&3;147&4|105&2|222&4|294&3|474&3|1047&5|628&4|181&4|237&4|358&3|298&4|1012&4|144&3|230&2|174&4|208&3
814;234&3|201&2|674&3|669&3|667&2|559&3|185&3|98&4|448&3|5&3|219&4|200&4;413&2|590&2|635&2|441&2;234&3|201&2|674&3|669&3|667&2|559&3|185&3|98&4|448&3|5&3|219&4|200&4|413&2|590&2|635&2|441&2
469;199&4|923&5|194&5|605&4|1558&5|507&5|511&5|610&4|520&4|483&5|484&5|153&4;611&5|127&4|495&5|238&4;199&4|923&5|194&5|605&4|1558&5|507&5|511&5|610&4|520&4|483&5|484&5|153&4|611&5|127&4|495&5|238&4
228;313&5|750&3|272&5|286&5|275&3|427&4|98&3|690&5|288&4|475&3|655&4|886&1;137&1|56&2|87&1|204&3;313&5|750&3|272&5|286&5|275&3|427&4|98&3|690&5|288&4|475&3|655&4|886&1|137&1|56&2|87&1|204&3
229;748&3|875&1|315&1|750&2|311&5|258&2|300&2|344&5|347&1|358&1|313&2|328&1;349&4|269&4|896&4|882&4;748&3|875&1|315&1|750&2|311&5|258&2|300&2|344&5|347&1|358&1|313&2|328&1|349&4|269&4|896&4|882&4
821;125&4|151&4|318&5|111&4|294&4|435&4|148&3|483&5|1084&5|106&2|495&5|181&4;70&4|504&4|95&5|484&5;125&4|151&4|318&5|111&4|294&4|435&4|148&3|483&5|1084&5|106&2|495&5|181&4|70&4|504&4|95&5|484&5
721;179&5|181&5|81&2|720&5|1265&3|292&3|938&3|333&3|990&5|259&3|216&5|194&5;382&4|162&2|77&5|317&4;179&5|181&5|81&2|720&5|1265&3|292&3|938&3|333&3|990&5|259&3|216&5|194&5|382&4|162&2|77&5|317&4
140;988&3|321&4|286&5|258&3|288&3|872&3|319&4|332&3|289&4|322&3|294&3|303&5;880&4|301&3|245&3|304&4;988&3|321&4|286&5|258&3|288&3|872&3|319&4|332&3|289&4|322&3|294&3|303&5|880&4|301&3|245&3|304&4
617;648&3|218&2|56&1|547&1|294&1|674&3|74&5|175&4|519&3|238&3|443&4|234&3;670&1|413&1|816&1|635&4;648&3|218&2|56&1|547&1|294&1|674&3|74&5|175&4|519&3|238&3|443&4|234&3|670&1|413&1|816&1|635&4
79;290&3|301&3|286&5|257&3|137&4|236&5|319&4|1161&2|813&5|100&5|311&4|150&3;1&4|10&5|676&3|7&5;290&3|301&3|286&5|257&3|137&4|236&5|319&4|1161&2|813&5|100&5|311&4|150&3|1&4|10&5|676&3|7&5
4;300&5|327&5|271&4|360&5|324&5|301&5|362&5|210&3|329&5|357&4|359&5|354&5;260&4|358&2|11&4|264&3;300&5|327&5|271&4|360&5|324&5|301&5|362&5|210&3|329&5|357&4|359&5|354&5|260&4|358&2|11&4|264&3
831;22&5|174&5|260&2|748&2|197&4|1119&3|741&2|316&3|749&2|1063&4|204&5|150&3;181&5|284&3|1012&4|237&4;22&5|174&5|260&2|748&2|197&4|1119&3|741&2|316&3|749&2|1063&4|204&5|150&3|181&5|284&3|1012&4|237&4
534;760&2|151&4|117&5|290&4|1028&5|333&5|300&4|742&5|475&4|685&3|276&5|288&4;825&4|456&5|1327&2|717&5;760&2|151&4|117&5|290&4|1028&5|333&5|300&4|742&5|475&4|685&3|276&5|288&4|825&4|456&5|1327&2|717&5
568;483&5|423&4|519&3|6&3|855&1|286&3|954&2|641&5|656&3|1203&5|162&2|835&4;474&5|530&3|475&4|1005&1;483&5|423&4|519&3|6&3|855&1|286&3|954&2|641&5|656&3|1203&5|162&2|835&4|474&5|530&3|475&4|1005&1
918;381&5|495&3|921&4|211&2|792&3|168&3|216&2|45&4|1195&4|972&5|175&3|487&4;443&3|289&2|958&3|72&1;381&5|495&3|921&4|211&2|792&3|168&3|216&2|45&4|1195&4|972&5|175&3|487&4|443&3|289&2|958&3|72&1
271;470&3|747&3|659&3|357&5|64&5|1282&2|272&3|429&4|338&1|127&5|481&3|15&3;47&3|625&3|40&1|951&2;470&3|747&3|659&3|357&5|64&5|1282&2|272&3|429&4|338&1|127&5|481&3|15&3|47&3|625&3|40&1|951&2
284;269&4|345&4|310&3|328&4|754&3|340&4|751&3|302&4|272&5|333&3|900&4|270&3;259&2|332&3|938&3|339&3;269&4|345&4|310&3|328&4|754&3|340&4|751&3|302&4|272&5|333&3|900&4|270&3|259&2|332&3|938&3|339&3
807;588&5|473&3|495&4|91&5|381&2|428&4|432&5|22&5|528&4|748&4|231&4|289&4;298&4|1413&2|373&4|399&4;588&5|473&3|495&4|91&5|381&2|428&4|432&5|22&5|528&4|748&4|231&4|289&4|298&4|1413&2|373&4|399&4
581;847&3|276&3|813&5|1353&4|844&5|181&3|224&4|285&5|269&3|1097&4|9&5|475&4;253&5|919&5|127&5|936&3;847&3|276&3|813&5|1353&4|844&5|181&3|224&4|285&5|269&3|1097&4|9&5|475&4|253&5|919&5|127&5|936&3
232;744&3|100&5|705&5|8&2|209&3|357&4|498&4|275&2|246&4|204&4|186&4|690&4;133&4|150&3|178&5|4&4;744&3|100&5|705&5|8&2|209&3|357&4|498&4|275&2|246&4|204&4|186&4|690&4|133&4|150&3|178&5|4&4
417;640&5|188&4|792&4|168&4|474&4|713&2|764&3|17&4|293&4|367&2|270&2|746&5;563&2|665&2|78&2|946&4;640&5|188&4|792&4|168&4|474&4|713&2|764&3|17&4|293&4|367&2|270&2|746&5|563&2|665&2|78&2|946&4
108;282&3|319&5|284&3|10&5|718&4|740&3|222&2|275&5|181&3|137&5|127&4|252&3;21&3|255&2|121&3|290&4;282&3|319&5|284&3|10&5|718&4|740&3|222&2|275&5|181&3|137&5|127&4|252&3|21&3|255&2|121&3|290&4
689;7&5|596&3|109&5|258&5|13&1|273&3|222&5|748&5|405&5|250&5|257&5|150&4;260&3|328&5|118&4|471&4;7&5|596&3|109&5|258&5|13&1|273&3|222&5|748&5|405&5|250&5|257&5|150&4|260&3|328&5|118&4|471&4
720;258&4|262&4|896&5|347&3|286&5|887&5|311&5|906&4|995&4|272&4|872&3|333&4;902&4|749&3|1176&5|316&4;258&4|262&4|896&5|347&3|286&5|887&5|311&5|906&4|995&4|272&4|872&3|333&4|902&4|749&3|1176&5|316&4
285;222&4|346&4|151&5|286&3|288&5|902&4|258&2|319&3|538&5|455&4|64&3|150&5;205&4|185&3|168&4|198&5;222&4|346&4|151&5|286&3|288&5|902&4|258&2|319&3|538&5|455&4|64&3|150&5|205&4|185&3|168&4|198&5
250;629&4|688&2|1073&5|1426&5|223&4|9&2|196&4|367&4|991&2|984&3|264&3|44&4;1&4|200&5|248&2|271&4;629&4|688&2|1073&5|1426&5|223&4|9&2|196&4|367&4|991&2|984&3|264&3|44&4|1&4|200&5|248&2|271&4
520;893&2|240&1|302&3|898&5|315&4|242&5|289&4|690&5|310&4|990&4|300&4|100&4;1051&3|1028&1|871&1|274&3;893&2|240&1|302&3|898&5|315&4|242&5|289&4|690&5|310&4|990&4|300&4|100&4|1051&3|1028&1|871&1|274&3
611;311&4|334&5|354&3|333&4|288&3|268&5|313&3|347&4|690&3|353&3|306&5|346&5;286&5|1243&3|336&5|350&4;311&4|334&5|354&3|333&4|288&3|268&5|313&3|347&4|690&3|353&3|306&5|346&5|286&5|1243&3|336&5|350&4
936;100&4|312&3|405&2|813&5|756&4|125&4|117&4|251&4|252&2|275&4|319&4|928&3;717&2|926&4|25&4|1279&3;100&4|312&3|405&2|813&5|756&4|125&4|117&4|251&4|252&2|275&4|319&4|928&3|717&2|926&4|25&4|1279&3
754;1016&4|459&4|359&3|15&5|1197&3|273&3|255&3|295&4|284&3|937&4|282&4|328&3;819&3|922&3|292&3|291&4;1016&4|459&4|359&3|15&5|1197&3|273&3|255&3|295&4|284&3|937&4|282&4|328&3|819&3|922&3|292&3|291&4
516;286&5|474&5|902&5|431&3|250&4|660&5|181&4|214&3|628&4|50&5|310&4|523&3;357&3|204&4|169&5|199&3;286&5|474&5|902&5|431&3|250&4|660&5|181&4|214&3|628&4|50&5|310&4|523&3|357&3|204&4|169&5|199&3
494;64&5|245&3|528&3|86&3|514&2|300&5|748&1|603&3|329&3|479&3|237&4|507&4;9&2|222&5|845&4|1197&3;64&5|245&3|528&3|86&3|514&2|300&5|748&1|603&3|329&3|479&3|237&4|507&4|9&2|222&5|845&4|1197&3
803;754&2|300&3|264&2|325&4|688&1|887&5|286&5|269&5|748&1|311&5|303&4|683&1;307&4|988&1|338&2|305&5;754&2|300&3|264&2|325&4|688&1|887&5|286&5|269&5|748&1|311&5|303&4|683&1|307&4|988&1|338&2|305&5
643;228&4|519&4|443&4|712&3|1074&2|202&3|89&3|33&3|23&5|474&5|50&4|419&4;262&3|550&3|420&4|468&4;228&4|519&4|443&4|712&3|1074&2|202&3|89&3|33&3|23&5|474&5|50&4|419&4|262&3|550&3|420&4|468&4
13;481&3|522&5|473&4|9&3|228&4|238&3|866&3|332&3|446&1|553&2|185&3|654&5;739&4|655&5|343&1|796&3;481&3|522&5|473&4|9&3|228&4|238&3|866&3|332&3|446&1|553&2|185&3|654&5|739&4|655&5|343&1|796&3
139;268&4|296&4|307&4|508&4|740&2|303&5|302&3|222&3|1176&4|460&3|1233&5|100&5;676&4|475&5|150&4|127&5;268&4|296&4|307&4|508&4|740&2|303&5|302&3|222&3|1176&4|460&3|1233&5|100&5|676&4|475&5|150&4|127&5
775;344&5|313&4|310&3|269&4|312&3|331&4|302&3|270&2|305&4|345&5|272&4|750&5;245&3|343&4|329&3|690&3;344&5|313&4|310&3|269&4|312&3|331&4|302&3|270&2|305&4|345&5|272&4|750&5|245&3|343&4|329&3|690&3
560;257&3|121&3|483&5|136&3|617&3|284&3|100&5|22&2|268&4|319&4|132&3|197&4;281&3|1215&2|975&3|24&2;257&3|121&3|483&5|136&3|617&3|284&3|100&5|22&2|268&4|319&4|132&3|197&4|281&3|1215&2|975&3|24&2
594;50&3|292&3|127&4|14&4|245&3|988&2|15&4|515&5|276&3|19&3|744&3|520&4;242&4|483&3|199&4|286&3;50&3|292&3|127&4|14&4|245&3|988&2|15&4|515&5|276&3|19&3|744&3|520&4|242&4|483&3|199&4|286&3
736;296&4|257&3|50&3|255&1|253&5|324&3|323&1|286&4|1089&1|1278&1|993&4|748&2;532&4|515&5|1388&5|293&4;296&4|257&3|50&3|255&1|253&5|324&3|323&1|286&4|1089&1|1278&1|993&4|748&2|532&4|515&5|1388&5|293&4
150;475&5|288&4|13&4|181&5|246&5|150&3|235&4|319&4|123&4|93&4|324&4|50&5;129&4|628&4|325&1|276&5;475&5|288&4|13&4|181&5|246&5|150&3|235&4|319&4|123&4|93&4|324&4|50&5|129&4|628&4|325&1|276&5
98;70&3|514&5|209&2|168&2|428&5|523&5|47&4|988&1|152&3|517&5|173&1|938&3;25&5|629&5|116&5|163&3;70&3|514&5|209&2|168&2|428&5|523&5|47&4|988&1|152&3|517&5|173&1|938&3|25&5|629&5|116&5|163&3
847;1204&3|220&4|50&4|13&3|482&2|89&2|219&4|428&3|200&3|120&1|180&2|257&3;77&4|153&4|142&3|164&3;1204&3|220&4|50&4|13&3|482&2|89&2|219&4|428&3|200&3|120&1|180&2|257&3|77&4|153&4|142&3|164&3
270;815&4|475&5|443&3|603&5|244&3|275&5|123&5|574&3|185&5|739&4|546&4|794&4;441&5|671&4|665&4|1210&5;815&4|475&5|443&3|603&5|244&3|275&5|123&5|574&3|185&5|739&4|546&4|794&4|441&5|671&4|665&4|1210&5
503;714&4|166&5|580&3|226&5|321&2|432&5|526&3|26&2|172&5|210&5|10&5|489&4;485&4|280&1|246&5|164&3;714&4|166&5|580&3|226&5|321&2|432&5|526&3|26&2|172&5|210&5|10&5|489&4|485&4|280&1|246&5|164&3
577;932&3|31&4|407&4|595&4|470&5|173&5|174&5|99&3|4&4|226&4|496&5|423&4;941&4|65&5|795&3|62&3;932&3|31&4|407&4|595&4|470&5|173&5|174&5|99&3|4&4|226&4|496&5|423&4|941&4|65&5|795&3|62&3
666;650&5|300&3|604&3|203&4|25&3|1132&3|236&4|216&3|192&4|696&3|530&3|1110&3;660&4|162&4|79&3|26&3;650&5|300&3|604&3|203&4|25&3|1132&3|236&4|216&3|192&4|696&3|530&3|1110&3|660&4|162&4|79&3|26&3
88;313&3|690&4|286&5|898&4|321&1|880&3|904&5|308&4|302&3|300&3|315&4|311&5;326&5|261&5|886&5|1191&5;313&3|690&4|286&5|898&4|321&1|880&3|904&5|308&4|302&3|300&3|315&4|311&5|326&5|261&5|886&5|1191&5
463;1216&3|224&3|508&4|472&3|475&3|311&4|310&3|257&4|476&3|950&3|347&1|19&5;864&3|362&1|597&2|926&1;1216&3|224&3|508&4|472&3|475&3|311&4|310&3|257&4|476&3|950&3|347&1|19&5|864&3|362&1|597&2|926&1
717;237&5|271&2|678&3|751&4|289&4|24&2|472&4|975&2|887&5|280&4|301&4|358&2;293&5|1011&4|1051&3|831&3;237&5|271&2|678&3|751&4|289&4|24&2|472&4|975&2|887&5|280&4|301&4|358&2|293&5|1011&4|1051&3|831&3
395;748&3|50&5|215&5|286&4|343&5|121&3|154&5|127&5|21&3|257&5|378&5|237&4;273&2|15&3|472&3|315&5;748&3|50&5|215&5|286&4|343&5|121&3|154&5|127&5|21&3|257&5|378&5|237&4|273&2|15&3|472&3|315&5
22;456&1|210&3|433&3|996&1|202&5|109&4|68&4|780&1|926&1|384&3|168&5|1001&1;227&4|550&5|233&3|230&4;456&1|210&3|433&3|996&1|202&5|109&4|68&4|780&1|926&1|384&3|168&5|1001&1|227&4|550&5|233&3|230&4
844;82&3|22&4|431&4|405&2|195&3|255&3|568&4|210&4|471&3|257&4|251&4|172&4;12&5|588&4|418&3|71&3;82&3|22&4|431&4|405&2|195&3|255&3|568&4|210&4|471&3|257&4|251&4|172&4|12&5|588&4|418&3|71&3
240;879&3|313&5|245&4|895&5|272&5|307&4|898&5|288&5|289&4|751&3|336&3|748&3;349&1|873&2|353&1|358&2;879&3|313&5|245&4|895&5|272&5|307&4|898&5|288&5|289&4|751&3|336&3|748&3|349&1|873&2|353&1|358&2
693;1090&4|50&3|572&2|176&2|23&4|188&2|423&3|192&2|300&2|118&2|172&3|77&2;216&4|520&2|186&2|272&4;1090&4|50&3|572&2|176&2|23&4|188&2|423&3|192&2|300&2|118&2|172&3|77&2|216&4|520&2|186&2|272&4
826;435&4|231&3|431&5|229&4|188&4|227&4|89&5|71&5|91&4|526&3|187&4|96&5;779&3|1231&3|771&3|399&4;435&4|231&3|431&5|229&4|188&4|227&4|89&5|71&5|91&4|526&3|187&4|96&5|779&3|1231&3|771&3|399&4
226;176&4|179&4|408&5|242&5|270&4|480&4|224&4|203&5|98&5|182&1|14&5|169&5;596&3|283&2|713&5|25&4;176&4|179&4|408&5|242&5|270&4|480&4|224&4|203&5|98&5|182&1|14&5|169&5|596&3|283&2|713&5|25&4
488;746&4|22&4|322&3|180&2|288&2|732&4|196&3|269&3|234&4|526&4|357&4|134&2;198&4|486&4|239&4|1&3;746&4|22&4|322&3|180&2|288&2|732&4|196&3|269&3|234&4|526&4|357&4|134&2|198&4|486&4|239&4|1&3
684;408&5|172&5|763&2|210&3|178&4|625&3|365&4|371&2|274&2|48&4|161&3|208&3;376&3|395&2|728&2|94&3;408&5|172&5|763&2|210&3|178&4|625&3|365&4|371&2|274&2|48&4|161&3|208&3|376&3|395&2|728&2|94&3
673;307&3|294&4|258&2|345&4|310&5|315&5|269&4|268&1|292&4|750&5|344&5|896&5;12&4|79&5|286&4|322&4;307&3|294&4|258&2|345&4|310&5|315&5|269&4|268&1|292&4|750&5|344&5|896&5|12&4|79&5|286&4|322&4
