item_id;vectors
196;0.28512147|-0.6854775|0.17013642|0.48999298|-0.3683947|0.72895145|-0.059259206|0.56797075|-0.24563035|-0.468958|0.4650737|-0.020998955|0.29461628|-0.55275023|0.7755001|-0.44118384|-0.7407567|0.55662906|-0.39698136|0.0136707425|-0.014883172|0.14794487|-0.6337186|0.3829739|-0.45715618|0.100613296|-0.60054564|0.30156767|-0.34252608|-0.12599355|0.15289411|0.14996581|0.20050403|-0.264278|-0.6334118|-0.18307373|-0.24111068|0.82966226|-0.5188185|-0.41102326|-0.32623214|-0.79997206|-0.3828964|-1.4075527|-0.42342862|-0.5256628|-0.31429252|0.117911056|-0.056351393|-0.04093857|0.34833848|-0.3678877|0.17183638|-0.43606925|-0.55074084|0.2544388|-0.5996641|-0.52859384|-0.51525104|-0.5168753|0.012066394|0.5586009|-0.57970786|-0.4964746|-0.09269875|0.26026067|-0.6263703|0.6503729|-0.2039179|0.040929586|-0.85092103|0.46515423|-0.45344365|-0.3768996|0.2296687|0.6526386|0.21782997|-0.56074584|-0.4449922|0.3012681|-0.13740103|0.47512427|-0.47046104|0.06802703|-0.2826762|-0.0032636821|0.53838104|0.5642703|0.42912516|0.43845367|-0.3942124|0.033608735|-0.25395498|0.3438354|-0.205949|-0.4236124|-0.46301448|1.0823274|0.18075922|-0.17082083
197;0.27663106|-0.5511159|0.110234424|0.45712873|-0.85595036|0.5896451|-0.098205164|0.763909|-0.24164425|-0.34251454|0.82585454|-0.62679964|0.078948066|-0.31627396|0.4998016|-0.49769974|-0.38102424|0.36896604|0.26273108|-0.3536473|0.6260516|0.016540483|-0.5719031|-0.27715495|-0.5528536|-0.0007740259|-0.02288641|0.28809935|-0.044129074|-0.83530855|-0.58663195|0.22335032|0.49912527|0.05347516|-0.1540677|0.33082616|-0.10986155|0.11160997|0.090542495|-0.6281175|-0.19007766|-1.0474427|-0.33714396|-0.6463209|-0.17530073|-0.5845871|0.2291888|0.34010473|0.25890473|0.6086495|0.8487402|0.21240118|-0.35534415|-0.0008734055|0.08950871|0.21690409|-0.16540468|-0.32775202|-0.20455408|0.12553665|-0.22318274|0.51280415|0.28721002|0.53486824|0.2589831|-0.4651276|-0.088827536|0.36936834|-0.45104346|0.4135862|-0.42654228|0.39923602|-0.6299366|-0.13862222|-0.991891|0.35789204|-0.31549844|-0.4089767|0.474644|0.079192385|-0.20391312|0.30006334|-0.24899894|-0.09972191|-0.21451776|-0.08693671|0.22528434|-0.32735586|0.9846161|0.14671987|-0.64910746|-0.21818492|-0.6178353|0.14878742|0.03374903|-0.15334111|0.19049458|0.84996444|-0.18886857|0.069830716
198;0.3178258|-0.047872752|0.46099603|0.26216695|-0.14582151|0.08407763|-0.006667435|0.15740708|0.11803207|-0.30761945|0.36241853|-0.17569159|0.33910602|-0.6412614|0.4308093|-0.68008006|0.12708582|1.0650659|0.4719951|-1.0557691|0.1407187|0.52003103|-0.68311363|-0.66601276|-0.41526386|-0.4378605|-0.65548587|0.5658658|0.3035287|-0.50270015|-0.3163183|0.8840107|0.24037696|0.6619217|-0.4709252|0.6808446|-0.85922456|0.31074488|0.14160395|-0.89942163|-0.55229306|-0.18499506|-1.1749576|0.010413229|0.19232288|-0.6514665|-0.017938256|0.17317206|0.26788524|0.2550006|0.08736634|-0.40200287|-0.30837056|0.07651219|0.06097144|0.7185663|-0.5008935|-0.6071326|-0.2128747|-0.32046473|-0.48991886|-0.1297047|0.59944034|0.15475973|0.08851786|0.23962934|-0.19291082|-0.24625093|0.5407542|-0.008451492|0.20966539|0.042011127|-0.67859745|-0.5933085|-0.55024385|0.13660383|-0.18858874|-0.6513679|0.9267696|0.3107044|0.23481488|-0.5127054|-0.098865226|0.15106913|-0.74785376|0.0839301|0.42832148|0.013461474|-0.11022204|0.24814786|-0.11184794|-0.33481428|-0.3704776|-0.2215793|-0.14064434|0.24967074|-0.36507303|0.8503291|-0.05950676|-0.5481758
199;0.94439846|-0.29190025|-0.12589484|0.42217994|-0.08542162|0.33182073|0.47891605|0.4143449|0.6841941|-0.68965113|0.7959391|-0.22205059|0.19074585|0.22556946|0.6935177|-0.6670295|-0.4759016|0.55429906|0.27684835|-0.47159097|-0.5207529|-0.26144975|-0.4619377|-0.28430146|-0.39940622|-0.878369|-0.19590713|0.59925336|0.078214705|-0.47924304|-0.69189656|-0.84690064|-0.08140719|0.13370222|-1.1862116|-0.13040367|-0.14412573|0.4357977|-0.6011984|-0.40959114|-0.11448454|-0.35230651|-0.17232764|-0.4681734|-0.3511204|0.10304457|-0.009435207|0.56504565|0.67959106|0.6088098|0.55733126|-0.28262603|-0.59097195|-0.03010502|-0.26748538|0.43814468|-0.16591717|-0.49479702|0.10240278|-0.48651308|-0.6210097|0.06984501|0.53907484|0.18474808|0.039691426|0.40187207|-0.46256974|-0.36740634|-0.21217762|-0.35439372|-0.27421242|-0.10051219|-0.6092055|-0.3102026|-0.37358013|-0.21106462|-0.48927897|-0.65642285|-0.31130096|0.30850178|0.45712915|-0.500477|-0.62811655|0.62108034|-0.4327872|0.14480221|0.22100858|-0.15426028|0.23081478|0.07029921|-0.06693947|-0.31467763|-0.7521892|0.57524717|-0.06830646|-0.7802209|-0.35486597|1.4554627|0.3187583|-0.56636715
200;0.5972651|-0.007331699|0.10603194|0.03365153|-0.30529588|-0.0069254637|-0.61149096|0.2749022|-0.7618612|-0.6305314|0.80943173|-0.6482278|0.031236067|-0.54002166|0.46156716|-0.68508494|-0.44894505|0.7956321|0.3788633|0.04952544|-0.115793094|0.065416336|-0.684909|-0.35005248|0.3772218|-0.726226|-0.23078029|0.94354194|0.29441857|-0.3081944|-0.4930436|0.09548658|0.20185173|-0.23055008|-0.31483778|0.71871734|0.071088284|-0.0011614412|-0.39642987|-0.2966663|-0.56843925|-0.40304956|-0.7678151|-0.4201534|0.11919895|-0.7803213|0.09797835|0.10646403|-0.15515396|-0.41744405|0.22511496|0.12490061|-0.34509486|0.3422762|0.38036436|0.028921634|-0.26018453|-0.23169033|-0.036348134|-0.7700377|-0.0721558|0.18811478|0.23161785|-0.013566035|-0.21995784|0.7826077|-0.23060477|0.2982804|0.61482275|0.014349222|-0.113041714|0.7563933|-0.36555627|-0.30152163|-0.83296955|0.13886483|-0.3527192|-0.5516494|0.018182933|-0.33174163|-0.07265052|-0.094272725|0.21265253|0.11040149|-0.5867828|0.021431804|0.61763513|-0.008389004|0.5918156|0.5206722|-0.9720303|0.65414464|-0.19877906|-0.4014631|-0.1374639|0.12881887|-0.68170446|0.6686543|-0.10789065|0.2595277
201;0.38847703|0.034390777|0.23154192|0.80724|-0.48169988|0.68282175|-0.4445481|0.66016346|-0.3195461|0.033506036|0.7937621|0.024447441|-0.0350831|0.004819989|0.55336106|-0.80809796|-0.45599306|0.67976844|0.58553106|-0.6604303|0.71867704|0.134212|-0.5175289|0.25733685|-0.41951934|-0.4523538|0.25846922|0.38480753|-0.12735641|0.029858887|-0.6809256|0.0860458|0.28124058|0.43465704|-0.25916278|-0.121269494|-0.20619047|-0.050487027|-0.36580867|-0.9725103|-0.07342641|0.30521414|-0.60127807|-1.0833621|-0.05219646|-1.4652507|-0.6787682|-0.1579133|0.43337315|0.19807808|0.751238|-0.4156282|-0.4138844|0.067848355|-0.16051817|0.0063603222|-0.7785741|-0.62315017|0.676535|-0.8376601|0.5166124|0.3655321|-0.4852244|0.03784149|0.33221403|-0.31381822|-0.21045078|0.027826406|0.30526662|-0.15046112|0.012773335|-0.118998185|-0.74683267|0.3318139|-0.34448317|0.4552492|-0.92354393|-1.0334454|0.12206602|-0.3241499|-0.020742975|-0.39879337|0.14910677|-0.40601364|-0.50521326|-0.00576248|0.60120535|0.02555551|0.7051304|0.03430921|-0.45504552|-0.37896904|-1.2203581|0.882712|-0.701532|-0.016967267|-0.29908296|0.7735386|-0.42912513|-0.61991584
202;0.48843232|-0.6185682|0.068132535|0.14123684|-0.3602345|-0.08080521|-0.6952534|0.44594586|-0.4168216|-0.5469707|0.44035333|-0.54284745|0.3845377|-0.51690257|0.74029815|-0.280587|-0.3617652|0.24492119|0.7408937|-0.46854535|-0.36911187|0.39576113|-1.0627096|-0.1868797|-0.08292499|-0.36614364|-0.19266264|0.85912|0.6145419|-0.071808994|-0.28595546|0.5614002|0.09889147|-0.27396157|-0.43743253|0.25603575|-0.15617466|0.33157012|-0.398241|0.4773916|-0.8198029|-0.5001009|-0.44600675|-0.8333776|0.26887822|0.30059004|-0.76900065|0.72231966|0.17733982|-0.03993161|0.45510465|-0.9892316|-0.118800536|0.48091683|-0.13800764|0.12965219|-0.53159016|-0.280084|-0.2617881|-0.39373404|-0.684634|0.43707746|0.5240874|0.33207628|-0.21770364|0.43737435|-0.256478|0.33977625|-0.048929073|0.5402722|-0.62925303|0.12517115|0.4840485|-0.11823548|-0.7197287|-0.05299139|-0.39305505|-0.63245976|0.6080033|0.06925039|0.26411355|0.2877707|-0.59747005|-0.040631063|-0.18983342|0.1793786|0.8356538|0.4623788|-0.34636152|0.45667994|-0.3815207|-0.3530009|-0.59979665|0.41521978|-0.6639687|0.008039311|0.035090283|0.10831106|0.23320365|0.15678555
203;1.1409616|-0.4759697|0.54244065|0.23062499|-0.3113291|-0.20179093|-0.7677449|0.867144|-0.45447806|-0.50272536|0.632539|-0.9953066|0.08104892|-0.14434974|-0.11651325|-0.77874637|0.040464044|0.27951616|1.0233815|-0.29250628|-0.7325523|0.6961574|-0.41935876|0.2427107|-0.30227193|-0.44549668|-0.69057363|0.927069|-0.18701832|-0.31069255|-0.07024832|0.9356807|0.15211326|-0.19487604|-0.40949398|0.65872157|-0.09602749|0.12019385|-0.49796456|0.29671055|-0.6724571|-0.74791837|-0.7423235|-0.12531471|0.013467392|-0.06776038|-0.6816243|-0.1396828|0.24263084|0.41672027|1.2936938|-0.2256422|-0.2526425|0.64501387|-0.31839725|0.51584464|0.12757781|-0.56107926|-0.027122304|-0.16192976|-0.448094|0.65263027|0.65145206|0.3828462|-0.54273504|0.21316859|-0.54607356|0.40628532|-0.44693267|0.21942152|-0.4835949|-0.56622946|-0.04924786|-0.15741915|0.09589675|-0.15572108|-0.5011499|-0.121221185|-0.07600084|0.10029769|0.042314943|-0.4775546|-0.60511136|0.16014919|-0.90067434|-0.2671136|0.16960609|0.0047032945|0.9131079|0.28820583|-1.1193876|0.59826165|-0.3927929|-0.29511958|-0.56246424|-0.67983675|-0.54169613|0.6781686|-0.35974127|-0.1918405
204;0.5205199|-0.86682504|0.52710223|-0.06324285|0.013354659|0.62691414|-0.28381932|0.9745305|-0.6074841|-0.5143085|0.86586404|-0.5803146|0.82778925|-0.22677779|0.4121323|-0.86159253|-0.21859123|0.25219327|0.014672756|-0.35724115|0.0974894|0.10259494|-0.9108453|-0.29462618|0.24179074|-0.65033|0.1633988|0.33492348|-0.36363816|-0.40952176|-0.19644204|-0.59215194|0.7345022|-0.2294957|-0.17583886|0.1581535|-0.9532707|-0.25122058|-0.831722|-0.43721178|-0.61922306|-0.5186315|-0.5853396|-0.43672663|0.14847656|-0.8098537|-0.26943526|0.16618502|0.88487583|0.4842916|0.6381699|-0.14231223|-0.15115944|-0.15841915|-0.8520527|0.10393673|-1.0779834|-0.9087223|-0.26458022|-0.19612622|-0.3477435|-0.51236224|0.45040873|-0.05300534|0.0743331|0.20002338|-0.24466757|0.08895642|0.29002622|0.17372677|-0.64493746|-0.1112638|-0.35684085|-0.65326166|-0.35665607|0.22888435|-0.071566105|-0.47199878|0.24633065|-0.102338016|0.021078348|0.02441505|0.47291914|0.04559494|-0.14010069|-0.15406513|-0.15458563|0.011947952|0.28648245|0.09740242|0.114905834|0.3066352|-0.30932865|0.40264955|-0.07080784|-0.1390879|0.51817346|1.1659577|0.42625743|-0.34494233
205;0.44497186|-0.5148513|0.1211212|0.427348|-0.41664714|0.6031563|-0.32454732|0.9255663|0.029125169|-0.19350158|0.7614117|-0.5127544|0.49245045|-0.36987722|0.6857549|-0.5204713|-0.42652303|0.2249586|0.43550906|-0.58996546|0.2750465|0.39378497|-0.87031806|-0.30169576|-0.37037402|-0.06832099|-0.23067671|0.3645764|-0.083219334|-0.59197104|0.19741634|0.16254432|-0.24916142|0.06730595|-0.6289065|0.69197035|-0.8891394|0.35214233|-0.75973904|-0.32501474|-0.2917102|-0.31448773|-0.4334556|-0.19431284|0.54686743|-0.34104592|-0.41171846|-0.23189151|0.74060977|-0.019367948|0.42501357|-0.5403749|-0.43456843|0.051958032|-0.2718067|-0.037934825|-0.028838038|-0.9639716|-0.35239005|-0.45625573|-0.118564114|0.2738797|0.5811889|0.18837595|-0.11905772|0.34032834|0.179034|0.38867822|-0.14531936|-0.076516524|-0.5384475|-0.16715218|-0.8119|-0.39909458|-0.3126143|-0.41743416|-0.08059046|-0.34600288|-0.3542635|-0.12867804|0.03610199|-0.66292894|-0.48618817|0.043522447|0.034774125|-0.11240074|0.034540534|0.35786638|0.2274655|0.72393024|-0.056850135|0.5759125|-0.46371675|0.0552627|0.32366976|-0.07798599|-0.3267976|0.6209802|0.2253904|-0.87948644
206;0.5198127|-0.14068675|0.3095026|0.22950481|0.16167092|0.3383765|-0.25281024|0.742285|-0.29510128|-0.38501835|0.33948058|-0.058779985|-0.106451154|-0.08302653|0.2751932|-0.26945052|-0.081276946|0.312015|0.52530766|-0.84791553|0.80355763|0.24243058|-0.34215152|-0.058904946|-0.74326706|-0.36572275|-0.36589122|0.7090623|-0.29620498|-0.85122824|0.19566038|-0.063082054|0.58167785|-0.17904472|-0.72421575|0.30713883|-0.5325217|0.3359232|-0.7219559|-0.6000082|-0.3372321|0.069064975|-0.47499734|-0.56709677|-0.12220149|-0.41582042|-0.4858899|-0.46437147|0.25267684|-0.3480721|0.3541396|-0.5256083|-0.3716909|-0.06377987|-0.16672601|0.14521205|-0.74269533|-0.23945227|-0.36894262|-0.43562812|0.12629282|0.2971954|0.022283465|0.20393348|-0.8330495|0.25193116|-0.21480162|-0.2534473|-0.12755284|-0.29915923|-0.3171415|0.232303|-0.81022775|-0.23392825|-0.11629817|0.22335637|-0.32546043|-1.1103039|0.47185048|-0.26178426|-0.48917636|0.38134614|-0.44115132|-0.0047579044|-0.23591717|0.22054946|0.3622315|-0.057120137|0.3954624|-0.04143259|-0.44708738|0.33367223|-0.0300259|0.08000196|-0.5116764|-0.31020674|-0.3563522|0.080391765|0.008246928|-0.2947779
207;0.09599128|-0.31194016|0.38799125|0.15809682|-0.43563086|0.39400467|-0.024530113|0.2838008|0.030329369|-0.21433915|1.0346551|-0.4167966|0.43377468|-0.40070486|0.30168614|-0.8952376|-0.4006818|-0.00785774|0.45736486|-0.089404345|0.21844433|0.30453455|-0.11638099|0.28444368|0.37068215|-0.5683854|-0.044344306|0.15498477|-0.051986396|-0.87682164|-0.08193439|-0.12731566|0.90998423|0.08699301|-0.54516053|0.34426904|-0.85988116|-0.2872882|0.079465955|-0.57400906|-0.15217826|-0.2849111|-0.36895204|-0.89425164|0.15777114|-0.57574344|-0.7235061|-0.008557685|0.33207488|0.3516579|0.19185036|-1.0482099|-0.37008762|-0.30658928|0.028986484|0.14259586|-0.1923673|-0.60578835|-0.12895317|-0.7169181|-0.27421847|0.7206878|0.068155915|-0.52040833|0.5653454|0.5019511|-0.10320993|-0.24602765|-0.08075549|0.6291483|-0.22601736|0.2572022|0.008114815|0.22872831|-1.132872|-0.04800825|0.015620351|-0.32413262|0.9375843|-0.34229788|0.28411967|-0.27379993|-0.16363814|-0.081317976|-0.67798936|0.038203686|0.46889287|0.39583856|0.17787996|0.7158726|-0.007973611|-0.07270554|-0.27468282|0.5872408|-0.13633218|-0.27228662|0.19656004|0.11768472|0.12812781|0.099101365
208;0.54626614|-0.94624794|-0.1698921|0.22620295|-0.5053785|0.54125804|-0.8937551|1.121012|-0.04424629|-0.18208267|0.38689935|-0.4595185|0.07122088|-0.016375542|1.1883398|-0.5826665|-0.22402109|0.05728388|0.6840567|-0.51992327|0.38122237|-0.099314064|-0.0052800477|-0.28284752|-0.30001974|-0.34540898|-0.5770792|0.85915935|-0.5499958|-0.97146285|-0.4470203|-0.34169278|0.1284293|0.52029973|-0.5992373|0.4700239|-0.20846772|0.037408277|-0.39922628|-1.0377812|-0.39973354|0.2611837|-0.3377768|-0.03703615|-0.4723214|-0.685732|-0.5861154|-0.08082721|0.5167738|-0.30642962|0.7909757|-0.79558796|-0.21919128|-0.58372164|-0.45135862|0.28630078|-0.27211434|-0.55333024|-0.034642644|0.022239596|-0.14074211|-0.1123649|0.3123057|-0.13412957|0.286554|0.38051957|-0.42758358|-0.2783359|0.39512283|0.04965499|-0.38979|-0.15430056|-0.16806574|-0.42254892|-0.4887085|0.22058481|-0.4617382|-0.4116261|0.17105696|-0.014283203|0.23077537|0.6411513|-0.43220806|0.30139983|-0.25305167|0.11873511|0.5982623|0.0022308342|0.6608877|0.30616143|-0.16224152|-0.030894518|-0.13858974|0.52754104|-0.601113|-0.46280882|-0.010945618|0.56300604|-0.1325563|-0.31608912
209;0.10462198|-0.6585681|0.6641043|-0.12114093|-1.1605245|0.086717725|-0.6478033|0.45591766|0.1970118|0.56405956|0.07631263|-0.482176|0.2571542|-0.40445566|1.1639783|-1.1823285|0.09393032|0.5161638|0.084676445|-0.85230076|-0.4465546|0.06291045|-0.11614168|-0.33328786|-0.034063175|-0.42596924|-0.6074225|1.2895353|-0.15552488|0.54885507|-0.7209484|-0.25120023|0.62712866|0.3489204|-0.22490774|0.4625488|-0.3064739|0.3126263|-0.07398069|0.02119857|0.053209364|0.21024886|-0.36700177|-0.09705269|-0.085988835|-0.6298196|-0.1965875|-0.34731638|-0.10506374|0.04275845|-0.07609293|-0.17071265|-0.11677092|0.33841443|0.0429278|0.30184925|-0.58198285|-0.8212994|0.19214246|0.08738163|-0.36501664|0.13221906|-0.1480852|-0.502487|-0.29069057|-0.2650649|-0.36795312|-0.21441638|-0.18610632|0.3351721|-0.9703822|-0.32995176|0.20769906|-0.16377088|-0.37925053|0.17344815|-0.3512982|-1.2372562|0.3823301|0.44167018|0.12093589|0.22306395|-0.18846428|-0.28937256|-0.8042699|0.35703897|0.7312788|-0.017529145|0.13450298|0.7578615|-0.10534948|0.6082022|-0.94549215|-0.30213392|-0.52555645|-0.12295114|-0.48354095|1.6219542|0.2232013|-0.27363217
210;0.89966106|-0.9505664|0.15629041|0.107292324|0.33755878|0.5675175|-0.15765366|0.2971855|0.24964064|-0.43972212|0.49127668|-0.3745501|0.36974037|0.028972179|1.0388224|-0.38243008|-0.062466577|0.5122494|0.7202213|0.3853972|0.4566374|0.35531738|-0.6750757|-0.54492056|-0.10855451|-1.1762981|0.15172207|0.6719674|0.16670251|-0.53327644|-0.69417334|-0.3751451|0.28923813|0.039968118|-0.30790174|0.76964545|-0.41620192|0.45542848|-0.33129925|-0.03125903|-0.10146667|-0.81494343|-0.70871913|-0.84375536|-0.61083585|-0.83526784|-0.2100921|0.13741529|0.038253993|0.39522445|0.38641933|-0.28367674|0.2290892|-0.26503837|-0.22937796|0.78911215|-0.27466556|-0.6113757|0.31022516|-0.63467366|0.4554071|-0.2221892|0.032812655|0.054990143|0.024150455|-0.2754994|-0.5338988|-0.5897178|-0.40643293|0.9493779|0.20461181|0.3197649|-0.147355|0.45986438|-0.03927526|0.21387962|-0.26646835|0.15952885|-0.06377593|-0.3278721|0.23627934|0.32245532|-0.13469782|0.046408057|-0.66910917|-0.122412264|0.8056777|-0.14399344|0.12509266|0.60467654|-0.28418365|0.40961814|-0.6188824|0.24561483|-0.06347504|0.3316644|-0.39727405|0.6777776|0.5839667|-0.48658794
211;0.54972464|-0.4717333|0.20037872|0.12042269|-0.18185902|0.31523675|-0.10440628|0.34175533|-0.037620023|-0.5622702|0.5238805|-0.4890987|-0.4543959|0.04512912|1.1041152|-0.59066033|-0.32034078|0.34272516|0.67946315|-0.35965893|-0.043367084|-0.25810707|-0.17884001|-1.0819291|-0.12832525|-0.89109856|-0.15395561|0.50477123|0.09066956|-0.8275608|-0.1366101|-0.29247454|0.44809002|0.15002385|-0.43407184|0.5425111|-0.28200567|0.4698692|-0.17525004|-0.4476187|-0.1948537|-0.4540765|0.3946742|-1.1463267|-0.020172626|-0.79920566|-0.2764006|0.6319688|0.11884363|0.24072118|-0.030778855|-0.04560575|-0.36554906|0.32631174|-0.6901238|0.20928581|-0.83666015|-0.49037254|0.12590452|-0.69256276|-0.24810201|0.02675423|0.65719676|0.31383267|-0.28109503|0.5078301|-0.46801353|-0.05031317|0.2155226|0.11598877|-0.38735014|0.09324494|-0.2454762|0.20632014|-0.12545443|0.19485795|-0.45778728|-0.48965305|0.36577892|0.2103494|0.82027125|0.09714582|0.10716754|0.3917572|0.21489617|-0.06084995|0.63743985|-0.13806784|0.0281993|0.35001713|-0.15732479|0.42663828|-0.19816178|0.24853133|-0.22732316|0.15899274|-0.15435284|0.8695405|0.1775881|0.1470798
212;0.6438477|-0.43648264|0.23956984|0.61437273|-0.5332767|0.55390114|-0.34941077|0.35685262|-0.41590622|-0.01246047|0.60707486|-0.28978157|-0.014992759|-0.10948272|0.51104796|-0.6515645|0.3562075|0.44920343|0.64526093|-0.8312273|0.2444028|0.7163123|-0.07306215|-0.80424196|-0.46256942|-0.76349354|-0.6492125|0.6487727|0.34528685|-0.70470244|-0.985705|0.2442137|-0.06389609|0.058471665|-0.4513898|0.7418355|-0.4847279|0.34254724|-0.17674306|-0.34669867|-0.024598219|-0.6784189|-0.36286455|-0.4614224|-0.17661382|-0.30277213|-0.6143383|0.31428465|0.4259479|0.1128826|0.12866944|-0.47644132|0.057169586|0.4076233|-0.5296725|0.17332813|-0.09968153|-0.77825314|0.14928529|-0.7742525|0.29846823|0.17868301|0.9598969|0.06959669|0.5231272|0.5651775|-0.053618938|0.23999196|-0.5586006|0.18132153|0.09365779|0.42759907|-0.46134007|-0.14189743|0.2775556|-0.4604619|-0.26575845|-1.246807|-0.033442587|0.11457148|0.28217468|-0.056026295|-0.14307483|0.01927317|-1.0543963|0.32946467|0.038270652|-0.10034282|0.4793712|0.38759452|0.048766315|0.19210476|-0.23712772|-0.3143065|-0.28452185|-0.5459805|-0.587734|1.1471735|0.074809074|-0.4963469
213;1.1144911|-0.27555186|-0.0057249367|0.5004524|-0.54339015|0.6663137|-0.29512706|-0.036287963|-0.19745572|-0.60664773|0.4272872|-0.6001687|0.31143147|-0.5322457|0.8212778|-0.7644153|0.217672|0.1744307|0.86741555|-0.5303383|0.5870509|0.029860437|-0.43230614|-0.18026143|-0.25762045|-0.6806929|-0.53607464|0.5300805|0.55816054|-0.16562408|-0.31120387|0.08986147|0.06293294|0.44776708|-0.44020852|0.4053086|0.099084824|0.26687536|-0.55401087|-0.2736112|-0.11638764|-0.7863078|-0.26374197|-0.18610376|0.2682268|-0.71870893|-0.32390374|0.37729207|0.34257752|0.429569|-0.025367916|-0.33104458|-0.15174755|-0.29615733|-0.1638909|0.48693764|-0.6255362|-0.765265|-0.53731215|0.57997775|0.17361793|0.57978773|0.42950845|-0.5191582|-0.2559757|0.48434252|-0.12897433|0.082538076|0.65878594|0.16928428|-0.47487044|0.1505746|-0.3206779|-0.045493856|-0.14882967|0.03197565|-0.33626643|-0.8524833|0.23624428|0.3375523|0.011956729|-0.39314547|-0.39235014|0.064055696|-0.5474539|0.6923678|0.48769993|-0.010352701|-0.0986419|0.92049503|-0.22013955|0.52139235|-0.61403584|0.2453056|-0.82535017|-0.074593276|-0.74575746|0.20199293|0.42843413|0.15370512
214;0.89885575|-0.59538746|0.6769474|0.5018147|-0.7931328|0.4992761|-0.1893646|0.7759875|0.026590712|-0.21685894|0.7636134|-0.19307683|0.32476878|0.12901053|0.4015131|-0.37123632|0.15633292|0.72830415|0.6589961|-0.24147189|-0.2759426|-0.44941163|-0.26027364|-0.2555502|-0.17222479|-0.23310883|-0.41961628|0.8801719|0.28729331|-0.047164828|0.00318411|-0.24830742|0.6233465|0.33676806|-1.0320255|0.46407515|-0.87314284|0.10250933|-0.37846246|-0.779469|-0.38183337|-0.18095611|0.0032842755|-1.1280782|0.094554916|-0.7663663|-0.81374097|0.41668364|0.20975819|0.11564721|-0.09947911|-0.5589794|-0.51159734|-0.16501258|0.2215848|0.11402447|0.019318998|-0.45913866|-0.076739416|-0.5820446|-0.52124465|-0.07567595|-0.23466751|0.4340853|-0.025583796|0.5979036|0.13212809|-0.18041706|-0.48470494|-0.44485772|-0.7954579|0.5789209|0.12041372|0.26557577|-0.5483047|-0.20075504|0.03485802|-0.68135726|0.002505064|0.031459153|0.3146993|0.30761048|-0.42519516|0.10255484|-0.5180719|0.09696666|0.24965638|0.5841966|0.39907688|0.37660885|0.036054164|0.48341966|-0.50853264|-0.11855425|-0.6223508|-0.5861254|-0.089037016|0.70668423|0.3350041|-0.36325604
